Student_ID,Age,Gender,Grade_Level,Field_of_Study,Usage_of_VR_in_Education,Hours_of_VR_Usage_Per_Week,Engagement_Level,Improvement_in_Learning_Outcomes,Subject,Instructor_VR_Proficiency,Perceived_Effectiveness_of_VR,Access_to_VR_Equipment,Impact_on_Creativity,Stress_Level_with_VR_Usage,Collaboration_with_Peers_via_VR,Feedback_from_Educators_on_VR,Interest_in_Continuing_VR_Based_Learning,Region,School_Support_for_VR_in_Curriculum
1235,23,3,0,4,1,6,3,1,6,0,1,0,1,2,0,0,1,2,1
1236,23,3,0,5,1,8,3,0,1,0,5,0,2,0,1,1,1,1,0
1237,25,1,2,4,0,8,4,0,1,1,3,0,5,2,1,0,1,3,1
1238,26,3,1,6,0,8,3,0,5,2,5,0,4,0,1,0,1,5,0
1239,27,0,2,2,0,2,2,0,6,2,4,1,1,1,0,1,1,1,0
1240,24,0,1,0,0,1,1,1,2,0,1,0,1,1,1,0,0,5,1
1241,12,1,0,6,1,7,3,0,4,1,4,0,4,1,1,2,0,5,1
1242,22,3,2,1,0,4,3,1,0,0,1,0,5,2,0,2,1,4,0
1243,15,1,2,5,1,6,5,1,1,0,1,0,4,2,1,1,1,2,1
1244,15,1,0,3,1,9,2,0,5,2,4,1,3,2,0,1,0,3,0
1245,25,0,2,5,0,7,4,0,1,2,3,0,1,1,1,2,1,0,0
1246,24,2,2,3,0,4,3,1,0,0,3,1,4,2,0,2,0,5,0
1247,26,3,1,5,0,10,3,1,5,0,3,1,2,0,1,0,0,2,0
1248,17,0,1,1,0,9,3,1,1,2,5,1,3,1,1,1,0,1,0
1249,14,0,0,5,1,1,2,1,5,1,4,1,5,1,0,2,1,3,0
1250,24,3,1,3,1,9,4,0,1,2,4,1,4,1,1,0,1,5,1
1251,21,1,2,2,1,3,5,0,0,2,2,0,1,0,0,1,0,4,1
1252,26,1,1,2,0,4,4,0,4,0,1,1,2,0,1,0,0,0,0
1253,29,0,1,3,1,1,4,1,4,2,4,0,1,0,1,1,1,5,0
1254,12,3,2,5,0,7,2,1,2,1,3,0,4,1,1,0,1,1,1
1255,12,1,1,2,1,6,4,0,0,1,1,1,1,0,1,2,0,4,0
1256,28,1,2,3,1,1,3,0,5,0,2,0,3,2,1,2,1,0,1
1257,30,3,0,2,1,5,3,0,2,0,2,0,5,2,1,2,0,3,1
1258,28,1,2,4,0,1,3,1,4,1,3,0,1,1,1,0,1,2,1
1259,12,0,1,1,1,8,3,0,2,1,4,1,3,1,0,2,0,1,0
1260,14,1,2,0,1,2,5,0,4,2,2,1,2,0,1,0,0,5,1
1261,25,3,0,3,0,7,1,0,5,0,3,1,5,2,0,2,1,0,1
1262,16,3,0,3,0,4,4,0,4,1,5,1,3,0,1,2,1,1,0
1263,18,0,1,3,1,9,2,1,5,1,5,0,1,0,0,2,0,2,1
1264,15,3,0,1,0,10,1,0,3,1,3,0,1,0,0,1,1,0,1
1265,12,2,2,2,1,5,1,0,6,2,3,1,5,0,1,0,0,3,1
1266,20,1,1,3,0,4,1,1,3,2,4,0,1,1,1,2,0,2,0
1267,29,1,1,6,1,7,3,1,4,1,4,1,5,1,0,1,0,2,1
1268,16,3,0,2,1,3,4,0,3,2,5,0,1,0,1,1,0,2,1
1269,25,3,2,0,0,1,2,0,0,2,4,0,4,0,1,0,1,4,1
1270,30,0,1,0,1,7,1,1,5,2,1,1,1,0,0,2,1,0,1
1271,15,2,2,5,0,5,4,1,0,2,4,1,5,1,1,1,0,0,0
1272,28,2,0,3,0,2,4,0,6,0,3,1,4,2,0,2,1,5,0
1273,23,0,2,6,1,6,1,0,0,0,1,1,2,1,1,0,1,1,1
1274,24,2,0,6,0,4,3,1,1,0,1,0,2,1,0,1,1,3,1
1275,13,0,1,3,1,9,2,1,6,2,2,0,5,2,1,0,1,5,1
1276,28,2,1,2,1,7,3,1,2,2,5,0,1,0,0,0,1,1,0
1277,19,1,1,2,1,2,1,1,5,2,4,1,4,0,0,0,1,2,0
1278,26,2,1,2,0,8,3,1,6,0,1,0,3,0,1,1,1,0,0
1279,13,0,2,2,0,2,2,1,5,0,1,1,5,1,0,0,0,4,1
1280,19,3,0,1,1,3,3,0,0,1,5,1,4,0,1,1,1,2,1
1281,22,1,0,2,1,7,5,1,0,1,1,1,4,0,1,1,0,4,0
1282,21,2,2,1,1,10,4,0,6,2,1,1,1,1,1,0,1,5,1
1283,23,0,1,2,0,5,3,1,1,1,3,1,1,0,1,2,1,0,1
1284,28,1,2,3,1,7,5,0,1,0,3,1,5,1,1,0,1,0,0
1285,20,1,2,4,1,2,2,0,5,1,2,1,3,1,1,2,0,3,1
1286,22,0,2,3,1,3,3,1,1,2,5,0,4,0,0,1,0,4,0
1287,28,0,2,5,1,1,1,0,5,2,3,0,1,1,1,0,1,0,0
1288,21,0,1,4,0,7,2,1,0,2,3,1,5,1,0,0,0,0,1
1289,22,2,2,0,1,8,4,0,1,0,1,0,2,2,0,0,0,4,0
1290,12,2,1,4,0,9,3,0,3,0,2,0,2,2,0,2,0,2,0
1291,30,3,1,3,1,2,3,1,4,2,3,1,4,1,1,1,1,1,1
1292,12,1,1,4,1,5,4,1,5,2,2,1,1,1,0,1,1,0,1
1293,24,1,1,3,0,7,4,0,6,0,5,1,5,2,0,2,1,4,0
1294,26,3,2,5,1,9,1,1,5,2,1,1,4,0,0,0,0,3,1
1295,26,3,1,5,1,0,5,0,4,1,1,1,3,0,0,1,0,4,1
1296,24,0,0,3,0,0,2,1,1,0,4,1,1,1,1,2,1,4,0
1297,14,0,1,0,1,0,3,1,6,1,2,0,3,2,0,1,1,2,0
1298,28,2,2,4,0,7,4,0,2,1,1,1,1,2,0,1,0,0,0
1299,16,0,2,0,1,0,3,0,2,2,1,0,2,2,0,1,0,1,0
1300,27,2,1,5,0,3,1,0,3,2,1,0,3,0,1,1,1,3,0
1301,12,3,1,1,1,6,1,0,3,2,4,0,4,2,1,1,1,2,1
1302,21,0,2,3,1,4,1,1,6,1,2,1,1,2,0,1,0,1,1
1303,27,2,2,0,1,0,5,0,3,1,2,0,3,0,1,0,1,1,1
1304,12,0,0,3,0,1,3,1,4,0,1,0,2,0,0,1,1,3,1
1305,28,1,1,2,1,3,3,1,2,2,2,1,5,0,1,2,1,1,1
1306,29,3,1,6,1,2,3,0,3,0,5,0,3,2,0,1,0,3,0
1307,27,1,2,6,1,9,4,0,5,0,3,1,3,2,0,1,1,4,0
1308,20,2,2,2,0,10,4,1,6,2,4,1,2,1,1,2,1,0,1
1309,29,2,2,2,1,8,1,0,0,0,4,1,3,1,1,0,0,1,0
1310,12,3,2,0,1,6,4,1,4,1,4,1,3,2,0,0,1,5,0
1311,30,0,1,6,0,3,3,1,1,1,3,1,4,0,0,0,1,1,1
1312,20,3,0,5,1,0,4,1,3,2,2,1,5,2,1,2,1,3,1
1313,28,0,1,2,1,10,2,1,4,1,4,1,2,1,1,0,0,4,1
1314,20,0,0,0,0,0,5,1,5,0,3,0,5,0,0,0,1,3,0
1315,24,1,2,6,1,4,4,1,3,2,1,0,5,0,0,1,1,0,1
1316,12,1,0,0,1,0,3,1,4,2,4,0,1,0,0,0,0,0,0
1317,17,3,0,3,1,8,4,0,3,0,5,0,1,1,0,2,1,4,0
1318,29,1,0,6,1,2,5,0,3,0,4,1,3,2,0,0,0,0,1
1319,29,2,1,4,0,6,5,0,6,2,5,1,4,0,0,0,1,4,1
1320,14,1,2,0,0,0,1,0,0,0,5,0,5,0,1,2,0,3,1
1321,18,0,0,5,1,4,2,1,3,1,1,1,2,1,0,1,1,5,0
1322,23,1,0,2,0,7,4,0,0,1,2,0,2,2,0,0,0,0,1
1323,26,1,2,0,1,10,2,0,2,0,5,0,4,2,0,2,1,1,1
1324,20,2,1,2,0,4,1,0,0,1,5,1,2,2,1,0,0,4,0
1325,19,1,2,6,0,0,4,0,0,1,3,0,1,2,0,0,1,5,0
1326,18,2,1,1,1,6,1,0,3,1,3,1,1,2,0,1,1,5,0
1327,30,2,0,2,0,4,4,1,1,0,3,0,4,2,1,0,0,5,0
1328,21,0,1,3,1,4,4,1,6,2,4,0,5,2,1,2,0,5,0
1329,25,3,0,3,0,3,3,0,6,1,5,0,3,2,0,2,1,1,0
1330,30,3,1,1,1,4,4,0,5,1,2,0,4,0,1,2,1,2,1
1331,28,0,0,2,1,10,2,1,0,0,3,1,3,1,0,0,1,4,1
1332,20,0,2,3,0,0,2,1,4,0,5,0,5,2,0,0,1,0,1
1333,19,0,0,0,1,4,3,1,6,2,4,1,5,0,1,0,0,2,1
1334,23,3,1,0,0,9,4,1,2,2,4,1,3,1,0,1,0,5,1
1335,25,1,1,6,0,8,2,1,0,1,1,0,1,2,1,2,0,4,1
1336,21,0,2,2,1,1,4,1,2,0,3,1,5,2,0,1,0,0,0
1337,14,2,1,3,1,7,5,0,6,1,2,1,1,2,0,2,1,4,0
1338,17,1,1,2,1,5,1,0,5,1,5,1,5,2,0,0,1,5,0
1339,22,0,1,6,0,5,5,1,4,2,1,1,1,2,0,2,0,5,0
1340,26,0,0,2,0,10,2,1,4,1,4,0,2,0,0,0,0,5,0
1341,26,3,0,0,1,9,3,0,5,2,1,1,3,2,0,0,1,2,1
1342,27,2,0,0,0,10,2,0,3,1,4,1,3,1,1,2,1,0,0
1343,21,2,0,2,0,2,5,0,0,2,1,0,4,1,1,1,1,3,1
1344,17,3,1,0,0,4,5,0,5,1,4,1,1,0,1,2,0,5,0
1345,18,1,0,1,0,0,3,1,1,0,2,0,4,2,0,2,0,0,1
1346,15,0,1,6,0,9,5,0,4,2,3,0,3,2,0,1,0,2,1
1347,20,3,1,0,1,4,1,0,4,1,5,0,3,2,1,0,0,1,1
1348,18,1,0,2,0,9,5,1,4,2,3,1,4,0,1,2,0,0,0
1349,29,1,2,4,1,10,5,0,2,0,3,0,5,0,1,1,0,0,0
1350,27,3,2,6,1,3,5,0,4,0,2,1,5,0,0,0,0,0,1
1351,21,2,1,1,0,2,2,1,0,0,1,0,5,2,0,2,1,2,1
1352,30,1,0,2,1,9,5,1,4,2,3,0,3,1,0,1,1,2,1
1353,16,0,2,2,0,0,4,1,1,1,1,0,2,2,0,1,0,5,0
1354,15,3,0,2,1,10,3,0,2,2,1,0,2,1,1,0,0,3,1
1355,25,3,2,6,0,4,3,0,0,2,4,1,1,0,0,2,1,5,0
1356,22,0,2,0,1,9,1,0,4,1,1,0,5,2,1,0,0,2,1
1357,28,2,2,0,1,4,1,0,2,2,4,0,5,0,0,2,0,2,0
1358,30,2,1,0,1,7,5,1,5,0,4,1,5,2,1,1,0,5,1
1359,26,2,1,3,0,8,1,0,2,1,2,1,3,1,0,0,0,0,0
1360,24,1,0,2,0,0,5,0,0,0,3,1,2,2,1,0,1,1,1
1361,19,3,0,0,1,6,2,1,2,1,5,0,5,1,0,1,0,4,1
1362,22,2,0,5,0,10,4,1,2,2,2,0,4,0,1,1,1,1,1
1363,12,2,2,5,0,5,5,0,1,2,1,1,4,0,1,2,0,2,1
1364,22,2,2,4,1,9,1,0,3,0,2,1,2,0,1,2,0,0,1
1365,13,2,0,3,1,6,1,1,6,0,1,1,4,1,0,0,1,3,1
1366,15,1,0,0,0,5,5,1,4,0,2,1,4,2,0,1,1,0,1
1367,17,3,2,2,1,5,5,1,6,2,3,1,3,2,1,1,0,0,1
1368,12,0,0,5,1,10,3,0,2,2,2,1,4,0,0,0,1,1,0
1369,23,0,0,3,1,6,1,1,3,2,2,1,1,0,1,1,1,3,0
1370,19,0,1,5,1,4,1,1,2,2,1,0,3,0,0,2,1,1,0
1371,19,2,2,5,1,4,2,1,6,1,5,0,1,0,0,2,1,1,1
1372,28,1,0,0,1,7,2,0,5,0,3,1,4,1,1,0,0,0,1
1373,19,3,2,2,1,10,1,0,0,0,1,1,2,1,0,1,0,1,1
1374,15,1,0,5,0,3,3,1,2,2,5,1,3,0,0,1,0,5,0
1375,27,0,2,3,1,10,2,0,1,0,1,1,5,2,1,1,0,2,1
1376,17,1,2,2,1,6,4,0,6,0,1,0,5,2,0,0,1,1,0
1377,19,1,1,6,1,9,5,0,4,0,2,0,1,0,0,2,0,0,1
1378,13,1,0,1,0,6,1,0,1,2,3,0,1,2,0,2,0,3,0
1379,29,2,2,3,1,7,4,1,6,1,2,0,1,1,1,0,1,3,0
1380,25,1,1,1,1,6,3,1,5,2,1,1,5,1,0,0,0,1,1
1381,21,0,0,3,0,8,2,0,6,0,3,1,3,2,1,0,1,1,0
1382,27,1,0,0,1,2,2,0,5,0,5,1,4,0,1,2,0,0,1
1383,22,0,0,6,1,7,3,1,2,0,4,0,1,1,0,1,1,4,1
1384,12,0,2,1,1,10,1,1,6,2,4,1,2,1,1,1,0,5,1
1385,26,2,0,4,1,0,3,1,3,1,3,1,2,2,1,0,1,1,1
1386,30,2,2,2,0,0,3,1,5,0,2,1,2,2,0,0,1,0,1
1387,18,3,0,0,1,6,3,0,4,0,3,0,3,0,1,2,1,3,0
1388,20,0,1,6,1,3,4,1,6,0,1,0,3,2,0,1,0,0,0
1389,18,1,0,0,1,1,3,0,3,0,4,0,2,2,1,2,0,0,0
1390,18,3,0,0,1,9,3,0,3,1,4,0,1,2,1,2,1,4,0
1391,15,2,2,5,1,3,2,0,6,2,4,0,1,2,1,1,0,3,1
1392,15,1,1,2,0,5,1,1,6,1,1,1,3,2,0,0,0,5,1
1393,18,1,2,3,0,10,5,1,4,1,2,0,5,2,1,2,1,1,1
1394,23,2,1,6,1,9,5,1,4,1,3,1,3,0,0,1,1,5,0
1395,22,1,1,4,1,0,5,1,4,2,2,0,1,1,1,1,1,5,1
1396,16,2,0,3,1,9,2,0,2,0,1,0,2,0,1,0,1,0,1
1397,18,3,2,1,1,8,2,0,4,0,1,1,3,0,0,2,1,1,1
1398,27,2,0,1,1,7,4,0,4,2,2,0,1,1,1,2,1,1,0
1399,14,0,1,1,1,8,3,1,4,2,4,0,3,2,0,1,1,0,1
1400,23,3,2,6,0,8,2,0,0,2,2,0,4,2,0,2,1,5,0
1401,30,0,1,0,0,6,1,1,0,0,4,1,5,1,1,2,0,2,1
1402,16,0,0,0,0,1,5,1,1,0,2,0,1,1,0,2,0,0,0
1403,28,2,1,5,0,2,3,1,2,0,2,1,4,1,1,0,0,0,1
1404,28,1,2,2,1,1,4,1,4,2,4,0,4,1,1,0,1,1,0
1405,22,0,1,5,0,2,5,1,0,2,3,0,5,2,1,1,0,0,0
1406,16,1,0,2,1,0,5,0,2,2,2,1,1,0,1,0,0,2,1
1407,21,2,0,4,0,8,1,0,1,2,1,1,4,1,0,0,1,5,0
1408,22,1,2,6,1,1,1,1,0,1,5,1,5,2,1,1,0,5,0
1409,14,3,2,6,0,4,3,0,2,2,4,0,1,2,1,1,1,1,1
1410,17,3,2,4,1,10,5,1,4,1,2,0,5,2,1,0,0,2,1
1411,22,2,1,6,1,5,1,1,1,0,5,0,1,0,0,2,1,5,1
1412,12,2,0,1,0,6,2,0,3,2,5,0,5,0,1,1,0,5,0
1413,29,1,0,1,0,9,1,0,3,1,4,0,4,2,0,1,1,0,1
1414,21,0,1,4,1,10,4,1,2,0,4,1,3,2,1,1,1,3,0
1415,25,3,0,4,1,1,4,1,2,2,5,0,1,1,1,1,0,1,1
1416,20,1,2,0,0,0,4,1,5,2,1,0,1,1,0,2,1,3,0
1417,28,2,0,3,0,8,3,0,6,2,5,0,3,0,0,2,0,1,0
1418,30,1,0,2,0,5,2,1,1,1,3,1,2,1,0,0,0,1,0
1419,19,1,1,2,1,9,3,0,4,2,5,1,1,1,0,0,1,5,1
1420,17,1,0,6,0,5,3,1,3,1,1,0,3,1,0,0,0,3,0
1421,25,2,0,5,1,1,3,0,5,0,5,1,3,0,0,2,0,3,0
1422,29,0,1,0,1,0,1,0,5,0,3,1,2,2,0,2,1,5,0
1423,30,0,0,3,0,0,5,1,0,1,3,0,2,1,1,2,1,0,1
1424,15,2,1,5,1,2,5,0,4,2,1,1,5,0,0,2,0,4,1
1425,29,2,1,4,0,1,3,0,1,2,5,1,2,0,1,0,1,2,1
1426,22,2,2,0,1,3,3,1,3,0,2,1,1,0,0,1,0,5,1
1427,15,2,2,5,0,8,3,0,0,1,3,0,1,1,0,1,0,5,1
1428,13,2,2,1,0,0,1,0,0,0,1,1,3,0,0,2,0,4,0
1429,14,0,1,1,1,4,3,0,1,0,1,0,3,2,1,2,0,1,1
1430,20,0,0,6,1,5,3,1,3,0,5,0,4,2,0,2,0,4,1
1431,26,0,2,5,1,7,2,1,1,0,2,1,5,2,0,0,1,3,1
1432,22,3,0,3,1,10,2,0,5,0,4,1,5,2,0,2,1,1,1
1433,24,1,2,2,0,3,5,0,2,2,5,1,4,2,1,2,0,5,1
1434,16,0,2,2,1,0,4,0,1,2,2,1,1,2,1,2,0,0,1
1435,28,2,0,5,0,5,5,1,6,0,2,0,5,1,0,2,0,1,1
1436,24,1,1,4,1,2,1,0,6,2,2,1,5,2,0,2,1,3,1
1437,17,1,1,6,0,3,1,1,0,2,3,1,3,2,0,1,0,1,0
1438,27,1,1,5,1,7,1,0,1,2,4,1,1,0,1,0,1,2,0
1439,19,3,1,5,1,5,4,0,6,1,3,1,2,0,0,0,1,5,0
1440,15,1,1,5,0,9,4,0,4,2,2,1,5,1,1,0,1,2,0
1441,17,1,1,2,0,0,2,0,5,2,4,1,5,0,1,2,1,4,0
1442,16,3,0,4,1,1,4,0,4,0,2,0,5,1,1,0,1,2,0
1443,20,0,1,3,0,9,5,1,6,1,5,1,2,1,1,0,0,3,0
1444,28,1,2,4,1,2,3,0,6,2,4,0,4,2,1,2,1,2,1
1445,25,1,1,0,0,4,1,1,3,1,2,0,3,0,0,2,1,5,0
1446,19,0,2,4,1,4,3,0,0,1,5,0,4,0,0,2,0,4,1
1447,21,1,0,4,1,9,4,0,5,1,2,1,1,1,1,2,0,4,0
1448,16,3,0,5,1,2,1,0,0,2,2,0,5,1,1,1,1,5,1
1449,19,3,1,3,0,9,2,1,1,2,2,1,2,0,1,0,1,2,1
1450,15,3,2,0,1,3,1,1,6,2,5,0,3,2,0,1,1,4,0
1451,26,2,0,5,0,0,1,0,5,0,4,0,5,1,1,0,1,5,1
1452,13,2,1,5,1,3,2,0,6,2,2,0,5,1,1,0,0,5,0
1453,20,0,1,0,1,4,3,0,1,0,2,0,4,1,0,0,1,0,0
1454,25,1,1,0,1,6,5,0,4,0,3,1,1,2,1,2,0,1,0
1455,18,3,2,0,1,1,3,1,0,1,2,0,4,0,0,0,1,3,0
1456,13,3,2,1,0,0,5,1,6,0,2,1,5,2,0,0,1,4,0
1457,23,1,1,5,1,2,3,0,2,1,5,1,1,2,1,1,0,0,1
1458,20,3,0,4,0,9,1,1,1,1,5,1,4,0,0,0,1,0,0
1459,29,3,2,0,0,6,5,0,2,0,1,0,1,2,0,0,0,0,0
1460,25,3,2,4,0,3,2,1,5,2,1,0,2,1,1,0,1,0,0
1461,15,3,1,4,0,5,3,0,3,2,1,0,1,1,0,0,0,3,1
1462,18,2,2,0,0,7,5,1,3,2,3,0,2,0,1,1,1,5,1
1463,19,1,2,4,1,9,5,1,1,1,2,0,5,1,1,1,1,1,1
1464,25,0,2,6,1,9,3,1,4,1,3,0,5,1,0,1,1,2,1
1465,23,2,0,6,1,3,2,0,6,0,1,0,5,2,1,1,1,4,0
1466,28,0,0,6,0,1,1,0,5,0,1,1,1,0,1,1,1,3,1
1467,22,3,1,3,1,4,1,0,6,1,4,1,3,2,0,1,1,2,0
1468,21,3,0,5,1,3,5,1,2,0,2,0,3,1,1,1,1,5,1
1469,19,2,0,0,1,8,2,0,6,1,5,0,4,2,0,0,0,1,0
1470,19,3,2,5,1,7,5,1,4,2,1,0,4,1,0,2,0,5,1
1471,19,1,0,4,1,2,3,1,4,2,4,0,4,2,0,2,1,1,1
1472,21,2,0,6,1,3,5,1,4,2,5,1,4,2,1,1,0,4,0
1473,29,2,0,1,0,7,1,1,5,2,1,1,4,2,1,2,0,0,0
1474,17,1,1,6,0,4,3,1,0,2,4,0,5,1,1,2,1,2,0
1475,16,0,2,5,1,6,2,0,3,0,2,1,5,0,0,1,1,4,0
1476,30,3,2,1,1,8,4,0,1,0,1,1,1,2,0,0,0,5,1
1477,13,3,1,5,0,1,4,0,5,0,3,1,3,0,1,0,1,2,0
1478,29,3,2,5,1,7,3,0,4,0,4,1,2,1,0,2,1,5,0
1479,23,0,2,2,1,1,3,1,5,1,5,1,2,1,1,2,1,3,0
1480,20,0,0,6,0,8,4,1,6,2,4,0,4,1,0,2,1,4,0
1481,22,0,0,2,0,6,5,0,0,0,1,1,2,1,1,2,0,0,1
1482,23,2,2,6,1,9,4,0,2,2,1,0,4,0,0,2,1,5,0
1483,24,3,2,1,1,3,4,1,4,1,4,0,5,2,1,1,0,1,0
1484,24,2,2,4,0,7,1,0,6,1,4,0,2,2,1,2,0,3,0
1485,14,3,0,2,0,10,3,1,5,0,2,0,3,0,1,0,1,5,0
1486,24,0,1,6,0,6,5,0,1,1,2,1,2,2,0,2,0,0,0
1487,12,3,2,3,1,5,4,1,6,1,3,1,1,1,1,2,1,2,1
1488,21,3,0,3,0,4,2,0,3,0,2,1,4,2,0,2,0,2,1
1489,22,0,1,0,0,6,3,0,1,1,3,0,3,2,0,0,1,2,1
1490,25,2,0,1,1,10,3,1,1,1,4,0,5,1,1,2,1,5,1
1491,20,0,1,4,0,6,4,0,6,2,1,1,1,2,0,1,0,5,0
1492,15,2,2,0,1,7,2,1,2,1,2,0,5,1,1,2,1,4,0
1493,17,0,1,5,1,10,2,1,0,2,3,1,4,0,1,1,1,1,0
1494,22,1,1,5,1,10,1,1,4,0,4,1,1,1,1,0,0,4,0
1495,13,1,2,3,1,0,3,1,6,1,1,1,5,0,1,2,0,2,0
1496,17,2,0,5,1,8,3,0,4,1,3,0,2,1,1,2,0,3,0
1497,30,3,0,2,0,1,1,1,3,0,3,0,3,2,0,2,1,0,1
1498,27,1,0,4,1,5,3,0,5,2,4,1,3,1,1,1,1,5,1
1499,26,0,0,3,0,4,3,1,4,0,1,0,1,1,1,2,0,0,1
1500,13,2,1,3,0,6,5,0,3,0,3,0,5,1,0,2,1,2,0
1501,14,0,1,3,1,1,5,0,3,1,3,1,4,2,0,2,1,4,1
1502,30,3,2,1,0,1,3,0,1,0,4,0,2,1,1,2,0,4,1
1503,22,1,1,1,1,2,1,1,5,0,3,1,4,2,0,2,0,0,0
1504,29,1,0,0,0,0,4,0,6,2,1,0,1,0,1,0,0,3,1
1505,25,3,1,3,0,1,4,1,6,0,5,0,5,2,1,2,1,1,1
1506,17,1,0,3,0,1,2,0,6,0,3,0,1,1,1,0,1,5,0
1507,24,2,2,2,1,4,2,0,3,2,3,1,5,1,0,2,1,1,0
1508,29,2,0,6,1,7,2,0,5,1,1,1,4,2,1,0,1,5,1
1509,21,2,1,0,1,8,3,0,5,2,3,1,3,2,0,2,0,2,0
1510,27,1,1,4,1,6,3,0,0,0,1,0,3,2,0,1,0,1,0
1511,19,3,1,5,1,5,2,0,3,1,4,0,3,2,0,1,1,4,0
1512,29,0,2,3,1,1,5,0,5,2,1,0,2,2,1,1,0,3,0
1513,12,0,1,3,1,4,2,0,1,2,5,1,5,2,0,1,0,4,1
1514,27,2,1,3,1,1,1,0,0,2,1,0,4,1,0,0,0,0,0
1515,22,1,2,5,0,5,4,1,5,0,3,1,1,2,1,2,0,5,0
1516,24,0,2,3,0,9,2,0,6,2,3,1,3,0,0,1,1,4,0
1517,28,3,1,2,1,6,2,0,6,0,1,0,2,1,0,1,0,4,0
1518,18,3,2,6,1,5,4,1,2,0,2,1,5,2,0,1,1,5,1
1519,23,0,0,6,1,1,3,1,1,2,5,1,5,1,1,2,0,5,0
1520,15,2,2,4,1,2,4,0,2,0,4,1,3,1,1,1,1,4,1
1521,29,1,2,0,0,0,1,1,4,1,4,1,1,0,1,2,1,0,1
1522,26,2,2,5,1,5,3,0,5,1,3,1,1,2,0,2,1,5,0
1523,22,2,1,5,0,6,2,1,3,0,1,1,5,1,1,2,0,5,0
1524,30,2,2,0,1,7,2,0,4,2,4,1,2,1,0,1,0,5,1
1525,26,1,0,4,1,8,5,1,3,1,1,0,3,1,0,1,0,0,1
1526,17,3,2,4,0,8,4,0,3,0,4,1,4,1,1,0,0,5,1
1527,19,1,2,0,1,1,4,1,1,2,5,0,2,0,1,1,1,4,1
1528,28,2,2,3,1,2,4,0,1,0,4,0,5,1,0,2,1,0,1
1529,21,1,1,3,1,8,4,1,4,1,5,0,1,0,1,1,0,2,1
1530,29,0,2,0,1,10,3,1,3,1,3,0,4,2,1,1,1,5,1
1531,13,2,2,2,0,10,3,0,5,2,3,0,5,1,1,2,0,3,1
1532,26,2,2,4,1,6,3,0,4,2,2,0,4,2,1,2,0,3,1
1533,19,3,1,1,1,2,5,0,1,1,1,1,1,1,1,2,0,5,0
1534,28,2,2,0,1,1,1,0,3,1,3,0,3,0,0,0,0,5,0
1535,26,1,1,6,0,9,2,0,6,1,1,0,1,0,0,0,1,3,1
1536,20,0,2,3,0,7,4,0,5,1,1,0,1,0,1,0,0,1,0
1537,21,2,2,5,0,5,4,1,0,0,3,1,4,1,1,0,0,0,0
1538,18,3,2,6,1,10,1,0,6,2,2,0,5,1,1,2,1,2,0
1539,30,2,2,1,0,9,3,0,3,1,1,0,2,0,0,0,1,2,1
1540,18,3,2,4,0,10,4,1,0,0,4,1,2,0,1,0,1,4,0
1541,26,3,1,3,0,1,4,0,0,0,1,1,4,0,0,0,0,2,1
1542,25,0,2,3,0,7,1,1,0,0,5,0,1,0,0,0,0,2,1
1543,28,2,2,0,0,9,4,0,6,1,2,1,3,2,0,0,0,1,1
1544,19,1,0,5,1,3,3,0,5,1,4,0,2,1,1,0,0,2,0
1545,15,1,1,5,1,0,3,0,3,0,4,1,2,2,0,0,0,5,1
1546,27,3,2,1,0,2,5,0,2,0,4,0,2,1,1,1,0,5,1
1547,14,3,0,6,0,0,2,1,2,0,2,0,1,1,0,2,1,2,1
1548,25,1,0,4,1,8,4,1,3,0,4,0,1,0,1,2,1,0,0
1549,22,3,2,6,1,0,5,1,6,2,1,0,3,0,0,1,1,0,0
1550,15,0,0,3,0,2,4,0,2,1,3,1,5,0,0,0,0,4,1
1551,29,3,1,1,0,0,5,0,4,2,2,0,3,0,1,1,1,5,0
1552,13,3,0,2,1,0,1,1,6,0,2,0,2,0,1,1,1,0,0
1553,23,0,2,1,0,7,1,0,0,0,4,0,4,1,0,1,0,0,0
1554,23,2,2,3,1,5,1,1,1,1,5,1,2,2,1,0,0,3,1
1555,28,0,0,2,1,6,5,0,6,2,1,0,5,2,0,2,0,0,0
1556,17,2,1,4,0,8,4,1,1,2,2,1,2,2,1,2,0,1,1
1557,28,3,0,4,0,2,1,0,5,2,4,1,2,2,1,1,1,2,1
1558,25,3,1,3,0,6,5,0,5,2,5,0,2,1,1,2,0,0,0
1559,21,3,2,0,0,3,2,0,4,1,1,1,3,1,0,0,0,0,1
1560,25,2,1,3,0,9,1,0,4,0,4,0,1,1,1,2,1,1,0
1561,22,0,1,1,0,1,1,0,2,1,5,0,4,1,0,1,0,5,1
1562,18,0,1,0,1,6,1,0,2,1,4,1,3,2,0,0,0,4,1
1563,27,0,1,6,0,8,5,1,3,0,2,1,1,0,1,2,0,2,0
1564,14,2,0,6,1,8,1,0,0,2,5,0,5,1,1,1,1,0,1
1565,17,2,2,5,1,3,1,1,5,2,4,1,3,2,1,1,0,5,1
1566,20,2,2,3,1,5,1,0,3,1,5,0,3,1,1,1,1,2,0
1567,23,2,1,4,0,7,3,1,0,2,1,1,1,1,1,0,1,3,1
1568,25,3,1,3,1,8,3,1,6,1,2,0,5,1,0,0,0,4,0
1569,21,0,1,5,1,6,1,1,0,1,4,0,5,2,0,0,0,1,0
